Date,Open,High,Low,Close,Volume,Adj Close
2009-10-02,358.0,362.0,356.0,359.0,5472500,359.0
2009-10-05,358.0,359.0,347.0,351.0,5215500,351.0
2009-10-06,353.0,355.0,346.0,351.0,8242500,351.0
2009-10-07,358.0,367.0,356.0,365.0,6155500,365.0
2009-10-08,365.0,367.0,354.0,365.0,6741500,365.0
2009-10-09,366.0,366.0,357.0,360.0,8153000,360.0
2009-10-13,361.0,362.0,355.0,359.0,7769000,359.0
2009-10-14,358.0,359.0,350.0,354.0,6409500,354.0
2009-10-15,357.0,359.0,354.0,356.0,3472500,356.0
2009-10-16,354.0,357.0,353.0,357.0,4136500,357.0
2009-10-19,359.0,371.0,358.0,370.0,9885500,370.0
2009-10-20,375.0,379.0,364.0,366.0,7723500,366.0
2009-10-21,364.0,365.0,358.0,360.0,6414500,360.0
2009-10-22,358.0,360.0,353.0,360.0,5389000,360.0
2009-10-23,364.0,364.0,355.0,356.0,6171500,356.0
2009-10-26,355.0,359.0,353.0,357.0,3658000,357.0
2009-10-27,358.0,361.0,351.0,351.0,5061500,351.0
2009-10-28,351.0,353.0,345.0,345.0,4451000,345.0
2009-10-29,337.0,340.0,335.0,338.0,6252000,338.0
2009-10-30,343.0,345.0,339.0,342.0,5781000,342.0
2009-11-02,331.0,335.0,327.0,333.0,5369000,333.0
2009-11-04,329.0,343.0,326.0,334.0,13015000,334.0
2009-11-05,329.0,330.0,321.0,323.0,7254000,323.0
2009-11-06,325.0,326.0,317.0,319.0,5985000,319.0
2009-11-09,320.0,325.0,315.0,323.0,4761500,323.0
2009-11-10,324.0,330.0,323.0,326.0,5720500,326.0
2009-11-11,324.0,327.0,319.0,321.0,4080500,321.0
2009-11-12,324.0,325.0,319.0,320.0,3996500,320.0
2009-11-13,320.0,320.0,315.0,317.0,6034000,317.0
2009-11-16,315.0,316.0,305.0,313.0,6828000,313.0
2009-11-17,314.0,315.0,308.0,311.0,5709000,311.0
2009-11-18,308.0,312.0,307.0,310.0,4137500,310.0
2009-11-19,311.0,311.0,287.0,294.0,14486500,294.0
2009-11-20,324.0,325.0,308.0,321.0,21356500,321.0
2009-11-24,326.0,328.0,317.0,319.0,12475000,319.0
2009-11-25,319.0,321.0,315.0,318.0,7787000,318.0
2009-11-26,311.0,315.0,308.0,313.0,5607500,313.0
2009-11-27,303.0,312.0,300.0,304.0,7178500,304.0
2009-11-30,314.0,316.0,312.0,314.0,4397500,314.0
2009-12-01,313.0,330.0,312.0,330.0,7047000,330.0
2009-12-02,323.0,333.0,321.0,333.0,6247500,333.0
2009-12-03,334.0,348.0,333.0,347.0,7900500,347.0
2009-12-04,352.0,354.0,344.0,350.0,7238500,350.0
2009-12-07,355.0,356.0,345.0,347.0,5519500,347.0
2009-12-08,345.0,347.0,341.0,346.0,5542000,346.0
2009-12-09,341.0,347.0,337.0,345.0,4489500,345.0
2009-12-10,345.0,349.0,337.0,340.0,4947500,340.0
2009-12-11,345.0,356.0,341.0,356.0,7731500,356.0
2009-12-14,356.0,357.0,352.0,356.0,6099500,356.0
2009-12-15,357.0,357.0,352.0,354.0,3873500,354.0
2009-12-16,359.0,370.0,358.0,369.0,9117500,369.0
2009-12-17,370.0,374.0,362.0,371.0,10580500,371.0
2009-12-18,367.0,376.0,363.0,373.0,8034500,373.0
2009-12-21,373.0,375.0,368.0,368.0,3864000,368.0
2009-12-22,370.0,373.0,365.0,372.0,7369000,372.0
2009-12-24,373.0,383.0,371.0,382.0,5259500,382.0
2009-12-25,386.0,387.0,380.0,386.0,5258000,386.0
2009-12-28,388.0,397.0,386.0,392.0,4986500,392.0
2009-12-29,394.0,408.0,393.0,395.0,10881000,395.0
2009-12-30,395.0,400.0,391.0,394.0,6498500,394.0
2010-01-04,393.0,397.0,392.0,393.0,2005500,393.0
2010-01-05,401.0,405.0,397.0,398.0,4407000,398.0
2010-01-06,399.0,401.0,394.0,400.0,3787000,400.0
2010-01-07,397.0,405.0,396.0,402.0,3675000,402.0
2010-01-08,400.0,404.0,399.0,403.0,4083500,403.0
2010-01-12,404.0,410.0,401.0,410.0,6116000,410.0
2010-01-13,404.0,413.0,404.0,405.0,3729000,405.0
2010-01-14,406.0,416.0,406.0,413.0,5063000,413.0
2010-01-15,414.0,417.0,409.0,416.0,6737000,416.0
2010-01-18,411.0,415.0,408.0,410.0,2337500,410.0
2010-01-19,408.0,411.0,404.0,407.0,3120500,407.0
2010-01-20,409.0,413.0,401.0,402.0,3974500,402.0
2010-01-21,405.0,410.0,396.0,407.0,6128500,407.0
2010-01-22,404.0,406.0,396.0,402.0,6255500,402.0
2010-01-25,386.0,391.0,384.0,386.0,7655000,386.0
2010-01-26,387.0,399.0,387.0,389.0,7883500,389.0
2010-01-27,391.0,395.0,382.0,383.0,4492500,383.0
2010-01-28,383.0,390.0,380.0,385.0,3937000,385.0
2010-01-29,383.0,383.0,377.0,377.0,4359000,377.0
2010-02-01,375.0,376.0,365.0,369.0,5337500,369.0
2010-02-02,373.0,379.0,372.0,376.0,2868500,376.0
2010-02-03,378.0,388.0,378.0,382.0,4067000,382.0
2010-02-04,390.0,395.0,383.0,391.0,10669500,391.0
2010-02-05,376.0,391.0,376.0,386.0,6341000,386.0
2010-02-08,384.0,393.0,382.0,387.0,5301500,387.0
2010-02-09,381.0,384.0,376.0,379.0,3307000,379.0
2010-02-10,384.0,384.0,378.0,381.0,2894000,381.0
2010-02-12,380.0,384.0,372.0,374.0,6679000,374.0
2010-02-15,378.0,378.0,369.0,374.0,3484000,374.0
2010-02-16,378.0,382.0,375.0,375.0,2995000,375.0
2010-02-17,378.0,391.0,376.0,390.0,6851500,390.0
2010-02-18,391.0,393.0,386.0,389.0,4687000,389.0
2010-02-19,392.0,407.0,391.0,398.0,9525500,398.0
2010-02-22,398.0,407.0,398.0,402.0,6238500,402.0
2010-02-23,417.0,421.0,407.0,414.0,11767500,414.0
2010-02-24,406.0,407.0,402.0,405.0,7699000,405.0
2010-02-25,405.0,406.0,399.0,401.0,4969000,401.0
2010-02-26,397.0,406.0,396.0,403.0,6867000,403.0
2010-03-01,400.0,409.0,400.0,407.0,4962000,407.0
2010-03-02,407.0,412.0,404.0,409.0,4115000,409.0
2010-03-03,415.0,421.0,413.0,420.0,9197000,420.0
2010-03-04,427.0,440.0,425.0,433.0,20072000,433.0
2010-03-05,433.0,440.0,433.0,440.0,8505000,440.0
2010-03-08,446.0,447.0,441.0,445.0,5408500,445.0
2010-03-09,441.0,449.0,440.0,441.0,6644500,441.0
2010-03-10,441.0,441.0,432.0,432.0,7439500,432.0
2010-03-11,434.0,439.0,429.0,433.0,6463000,433.0
2010-03-12,432.0,449.0,431.0,441.0,17750500,441.0
2010-03-15,449.0,452.0,436.0,440.0,6823000,440.0
2010-03-16,438.0,440.0,437.0,439.0,3336500,439.0
2010-03-17,438.0,441.0,436.0,441.0,5401500,441.0
2010-03-18,442.0,443.0,434.0,435.0,3407000,435.0
2010-03-19,436.0,456.0,436.0,451.0,13312000,451.0
2010-03-23,449.0,464.0,448.0,451.0,11533000,451.0
2010-03-24,458.0,460.0,451.0,455.0,5607500,455.0
2010-03-25,458.0,458.0,445.0,447.0,7927000,447.0
2010-03-26,448.0,467.0,448.0,466.0,7973500,466.0
2010-03-29,457.0,467.0,457.0,463.0,6539000,463.0
2010-03-30,468.0,482.0,467.0,481.0,10738000,481.0
2010-03-31,482.0,482.0,475.0,478.0,5911500,478.0
2010-04-01,479.0,487.0,474.0,486.0,6081000,486.0
2010-04-02,494.0,494.0,486.0,489.0,4424500,489.0
2010-04-05,495.0,496.0,486.0,488.0,4321000,488.0
2010-04-06,493.0,493.0,481.0,483.0,5156500,483.0
2010-04-07,485.0,490.0,481.0,483.0,5670500,483.0
2010-04-08,483.0,484.0,479.0,480.0,4484000,480.0
2010-04-09,472.0,489.0,472.0,486.0,8498500,486.0
2010-04-12,487.0,489.0,484.0,485.0,4931000,485.0
2010-04-13,494.0,497.0,483.0,487.0,9959000,487.0
2010-04-14,479.0,483.0,479.0,481.0,8017500,481.0
2010-04-15,482.0,483.0,477.0,479.0,6965500,479.0
2010-04-16,480.0,480.0,466.0,467.0,8663500,467.0
2010-04-19,460.0,466.0,457.0,458.0,4984500,458.0
2010-04-20,459.0,469.0,459.0,461.0,7213000,461.0
2010-04-21,470.0,475.0,467.0,474.0,6683000,474.0
2010-04-22,475.0,475.0,462.0,470.0,6067500,470.0
2010-04-23,470.0,470.0,460.0,466.0,4663000,466.0
2010-04-26,474.0,486.0,473.0,485.0,9570500,485.0
2010-04-27,493.0,498.0,487.0,494.0,10774500,494.0
2010-04-28,488.0,491.0,485.0,487.0,7355500,487.0
2010-04-30,498.0,509.0,497.0,503.0,13312000,503.0
2010-05-06,493.0,494.0,480.0,482.0,8698500,482.0
2010-05-07,458.0,475.0,456.0,468.0,9007500,468.0
2010-05-10,464.0,477.0,464.0,475.0,6697000,475.0
2010-05-11,483.0,502.0,476.0,477.0,12787500,477.0
2010-05-12,481.0,487.0,477.0,482.0,6370500,482.0
2010-05-13,486.0,501.0,477.0,498.0,11838000,498.0
2010-05-14,500.0,506.0,488.0,494.0,12410000,494.0
2010-05-17,488.0,488.0,478.0,485.0,9167000,485.0
2010-05-18,488.0,489.0,461.0,462.0,9411500,462.0
2010-05-19,454.0,459.0,446.0,453.0,12566500,453.0
2010-05-20,448.0,453.0,441.0,444.0,11527500,444.0
2010-05-21,432.0,440.0,426.0,437.0,9113500,437.0
2010-05-24,444.0,445.0,432.0,442.0,11033000,442.0
2010-05-25,435.0,435.0,418.0,421.0,12640500,421.0
2010-05-26,421.0,427.0,413.0,422.0,11219000,422.0
2010-05-27,413.0,430.0,412.0,428.0,10878000,428.0
2010-05-28,436.0,443.0,427.0,430.0,9690000,430.0
2010-05-31,427.0,428.0,421.0,423.0,11200000,423.0
2010-06-01,424.0,428.0,419.0,425.0,5603000,425.0
2010-06-02,422.0,436.0,420.0,427.0,11514000,427.0
2010-06-03,434.0,444.0,433.0,442.0,9797500,442.0
2010-06-04,440.0,451.0,438.0,441.0,7927500,441.0
2010-06-07,433.0,434.0,427.0,428.0,7519500,428.0
2010-06-08,424.0,431.0,423.0,425.0,6717000,425.0
2010-06-09,423.0,430.0,422.0,425.0,7440500,425.0
2010-06-10,425.0,433.0,424.0,431.0,5200000,431.0
2010-06-11,446.0,446.0,437.0,438.0,8146500,438.0
2010-06-14,446.0,458.0,445.0,458.0,6048500,458.0
2010-06-15,459.0,467.0,459.0,464.0,7752500,464.0
2010-06-16,472.0,475.0,463.0,464.0,8473500,464.0
2010-06-17,463.0,469.0,460.0,462.0,3377000,462.0
2010-06-18,463.0,466.0,460.0,465.0,3391000,465.0
2010-06-21,471.0,476.0,470.0,475.0,5357000,475.0
2010-06-22,469.0,475.0,466.0,467.0,4978000,467.0
2010-06-23,459.0,464.0,456.0,457.0,4596000,457.0
2010-06-24,457.0,465.0,457.0,461.0,4268500,461.0
2010-06-25,454.0,456.0,445.0,449.0,6165500,449.0
2010-06-28,446.0,449.0,440.0,442.0,4346000,442.0
2010-06-29,439.0,443.0,427.0,429.0,5547000,429.0
2010-06-30,418.0,420.0,408.0,409.0,12992500,409.0
2010-07-01,409.0,416.0,407.0,415.0,8141000,415.0
2010-07-02,418.0,432.0,416.0,428.0,9816500,428.0
2010-07-05,430.0,434.0,426.0,427.0,5758000,427.0
2010-07-06,420.0,432.0,416.0,430.0,7417500,430.0
2010-07-07,427.0,435.0,424.0,428.0,6071500,428.0
2010-07-08,436.0,446.0,430.0,432.0,10701500,432.0
2010-07-09,435.0,436.0,427.0,432.0,5699500,432.0
2010-07-12,433.0,439.0,429.0,429.0,3834000,429.0
2010-07-13,433.0,435.0,424.0,428.0,7317500,428.0
2010-07-14,436.0,448.0,435.0,445.0,5602500,445.0
2010-07-15,441.0,442.0,434.0,436.0,5977000,436.0
2010-07-16,435.0,435.0,421.0,422.0,5875500,422.0
2010-07-20,420.0,431.0,419.0,427.0,7474500,427.0
2010-07-21,432.0,439.0,429.0,438.0,11530000,438.0
2010-07-22,430.0,430.0,424.0,425.0,6234000,425.0
2010-07-23,437.0,437.0,431.0,434.0,5696000,434.0
2010-07-26,442.0,449.0,441.0,445.0,4691500,445.0
2010-07-27,445.0,457.0,445.0,451.0,7100500,451.0
2010-07-28,462.0,467.0,455.0,459.0,9736500,459.0
2010-07-29,455.0,461.0,453.0,459.0,4300000,459.0
2010-07-30,454.0,455.0,442.0,446.0,8747500,446.0
2010-08-02,447.0,457.0,444.0,449.0,4632000,449.0
2010-08-03,457.0,461.0,454.0,458.0,5382500,458.0
2010-08-04,459.0,467.0,437.0,440.0,20011000,440.0
2010-08-05,449.0,450.0,435.0,441.0,7142000,441.0
2010-08-06,441.0,450.0,438.0,449.0,8750500,449.0
2010-08-09,444.0,453.0,443.0,451.0,7852000,451.0
2010-08-10,453.0,453.0,437.0,439.0,8970000,439.0
2010-08-11,433.0,434.0,426.0,430.0,6989000,430.0
2010-08-12,420.0,431.0,416.0,430.0,8745500,430.0
2010-08-13,426.0,428.0,420.0,427.0,6325500,427.0
2010-08-16,423.0,423.0,412.0,419.0,8180000,419.0
2010-08-17,417.0,427.0,414.0,421.0,8102500,421.0
2010-08-18,424.0,427.0,419.0,423.0,5119500,423.0
2010-08-19,423.0,431.0,423.0,429.0,4769000,429.0
2010-08-20,421.0,423.0,416.0,418.0,6021000,418.0
2010-08-23,418.0,420.0,415.0,418.0,4824000,418.0
2010-08-24,412.0,414.0,409.0,410.0,3500500,410.0
2010-08-25,407.0,410.0,398.0,402.0,5959500,402.0
2010-08-26,410.0,412.0,400.0,407.0,9194500,407.0
2010-08-27,404.0,416.0,403.0,414.0,6032000,414.0
2010-08-30,418.0,424.0,414.0,416.0,9255500,416.0
2010-08-31,410.0,411.0,397.0,398.0,10909500,398.0
2010-09-01,402.0,407.0,396.0,405.0,7247000,405.0
2010-09-02,411.0,412.0,400.0,406.0,6276500,406.0
2010-09-03,407.0,417.0,406.0,413.0,13266000,413.0
2010-09-06,414.0,419.0,407.0,419.0,7888000,419.0
2010-09-07,425.0,432.0,422.0,426.0,13258500,426.0
2010-09-08,417.0,420.0,411.0,412.0,4692000,412.0
2010-09-09,416.0,422.0,415.0,420.0,5124500,420.0
2010-09-10,429.0,437.0,427.0,434.0,13447000,434.0
2010-09-13,435.0,438.0,433.0,434.0,5264000,434.0
2010-09-14,435.0,436.0,426.0,428.0,3915500,428.0
2010-09-15,430.0,444.0,423.0,441.0,9754500,441.0
2010-09-16,444.0,444.0,434.0,436.0,6842500,436.0
2010-09-17,439.0,446.0,437.0,444.0,5658500,444.0
2010-09-21,448.0,449.0,437.0,438.0,6100500,438.0
2010-09-22,435.0,437.0,432.0,435.0,4060500,435.0
2010-09-24,432.0,435.0,426.0,427.0,6947500,427.0
2010-09-27,429.0,431.0,413.0,425.0,22498000,425.0
2010-09-28,426.0,427.0,421.0,423.0,9013500,423.0
2010-09-29,426.0,433.0,426.0,429.0,9736500,429.0
2010-09-30,432.0,435.0,421.0,424.0,8736000,424.0
2010-10-01,424.0,426.0,411.0,414.0,12113500,414.0
2010-10-04,415.0,422.0,412.0,417.0,7535000,417.0
2010-10-05,417.0,418.0,405.0,414.0,13545000,414.0
2010-10-06,416.0,425.0,410.0,424.0,10675000,424.0
2010-10-07,421.0,428.0,421.0,425.0,5603500,425.0
2010-10-08,426.0,430.0,421.0,426.0,10400500,426.0
2010-10-12,430.0,430.0,411.0,411.0,6525500,411.0
2010-10-13,416.0,421.0,414.0,414.0,7503000,414.0
2010-10-14,417.0,422.0,413.0,422.0,12531000,422.0
2010-10-15,422.0,426.0,416.0,424.0,9046000,424.0
2010-10-18,420.0,429.0,419.0,427.0,9211000,427.0
2010-10-19,425.0,434.0,425.0,430.0,7119500,430.0
2010-10-20,420.0,421.0,412.0,419.0,11827500,419.0
2010-10-21,419.0,422.0,411.0,412.0,9644000,412.0
2010-10-22,417.0,427.0,414.0,424.0,8566500,424.0
2010-10-25,424.0,424.0,417.0,420.0,5208000,420.0
2010-10-26,420.0,425.0,418.0,422.0,6574500,422.0
2010-10-27,425.0,427.0,417.0,421.0,7286000,421.0
2010-10-28,427.0,427.0,412.0,418.0,16285000,418.0
2010-10-29,418.0,419.0,409.0,415.0,8174500,415.0
2010-11-01,416.0,419.0,410.0,411.0,5608000,411.0
2010-11-02,414.0,431.0,404.0,428.0,20511500,428.0
2010-11-04,430.0,442.0,427.0,437.0,15731500,437.0
2010-11-05,445.0,455.0,444.0,452.0,13465500,452.0
2010-11-08,455.0,462.0,455.0,461.0,8227500,461.0
2010-11-09,455.0,466.0,455.0,457.0,8678500,457.0
2010-11-10,456.0,462.0,454.0,456.0,7407000,456.0
2010-11-11,457.0,459.0,452.0,453.0,6561000,453.0
2010-11-12,455.0,457.0,446.0,447.0,6753500,447.0
2010-11-15,450.0,452.0,447.0,449.0,5513000,449.0
2010-11-16,453.0,455.0,441.0,447.0,8290500,447.0
2010-11-17,448.0,450.0,446.0,448.0,7641000,448.0
2010-11-18,452.0,476.0,451.0,476.0,16031500,476.0
2010-11-19,479.0,481.0,471.0,474.0,12424000,474.0
2010-11-22,482.0,494.0,478.0,491.0,12339000,491.0
2010-11-24,488.0,491.0,481.0,488.0,12926000,488.0
2010-11-25,492.0,495.0,485.0,492.0,6213000,492.0
2010-11-26,492.0,494.0,485.0,485.0,7252500,485.0
2010-11-29,486.0,493.0,482.0,486.0,8929000,486.0
2010-11-30,486.0,493.0,481.0,481.0,10022500,481.0
2010-12-01,478.0,486.0,475.0,483.0,8255500,483.0
2010-12-02,491.0,492.0,482.0,487.0,14047500,487.0
2010-12-03,491.0,492.0,487.0,490.0,7654500,490.0
2010-12-06,494.0,504.0,493.0,502.0,14239500,502.0
2010-12-07,506.0,512.0,503.0,510.0,17687500,510.0
2010-12-08,511.0,528.0,510.0,517.0,24306000,517.0
2010-12-09,520.0,522.0,511.0,515.0,9549500,515.0
2010-12-10,520.0,520.0,510.0,513.0,12966500,513.0
2010-12-13,514.0,520.0,511.0,519.0,8148500,519.0
2010-12-14,520.0,530.0,520.0,527.0,10714500,527.0
2010-12-15,534.0,536.0,528.0,529.0,9480000,529.0
2010-12-16,530.0,533.0,527.0,527.0,5811000,527.0
2010-12-17,527.0,531.0,525.0,528.0,6524500,528.0
2010-12-20,529.0,533.0,521.0,525.0,5623500,525.0
2010-12-21,528.0,541.0,526.0,539.0,9507500,539.0
2010-12-22,541.0,560.0,541.0,554.0,18261500,554.0
2010-12-24,548.0,553.0,544.0,547.0,7058500,547.0
2010-12-27,546.0,561.0,546.0,559.0,9759500,559.0
2010-12-28,554.0,563.0,552.0,556.0,7720500,556.0
2010-12-29,552.0,559.0,551.0,558.0,7982500,558.0
2010-12-30,555.0,557.0,548.0,551.0,6646000,551.0
2011-01-04,561.0,568.0,557.0,565.0,8207000,565.0
2011-01-05,569.0,570.0,562.0,563.0,5240500,563.0
2011-01-06,573.0,573.0,564.0,567.0,7148000,567.0
2011-01-07,570.0,581.0,569.0,577.0,9592000,577.0
2011-01-11,577.0,590.0,575.0,588.0,9779500,588.0
2011-01-12,593.0,595.0,582.0,583.0,7757500,583.0
2011-01-13,592.0,593.0,586.0,589.0,4575500,589.0
2011-01-14,585.0,589.0,581.0,585.0,6989000,585.0
2011-01-17,594.0,595.0,589.0,594.0,9245000,594.0
2011-01-18,592.0,606.0,591.0,605.0,10886500,605.0
2011-01-19,604.0,604.0,591.0,597.0,16380000,597.0
2011-01-20,589.0,589.0,576.0,578.0,13677000,578.0
2011-01-21,578.0,579.0,563.0,566.0,12670500,566.0
2011-01-24,565.0,580.0,564.0,580.0,8234500,580.0
2011-01-25,590.0,593.0,585.0,591.0,9525000,591.0
2011-01-26,590.0,595.0,587.0,589.0,6556500,589.0
2011-01-27,591.0,597.0,581.0,589.0,7383500,589.0
2011-01-28,590.0,590.0,576.0,580.0,6779000,580.0
2011-01-31,570.0,579.0,567.0,572.0,8232500,572.0
2011-02-01,579.0,585.0,577.0,584.0,7703000,584.0
2011-02-02,596.0,602.0,593.0,602.0,8703000,602.0
2011-02-03,609.0,625.0,600.0,606.0,29608500,606.0
2011-02-04,608.0,615.0,601.0,607.0,10497500,607.0
2011-02-07,609.0,614.0,605.0,612.0,7532500,612.0
2011-02-08,613.0,624.0,610.0,617.0,9693000,617.0
2011-02-09,623.0,624.0,603.0,607.0,8660500,607.0
2011-02-10,605.0,620.0,603.0,616.0,8577500,616.0
2011-02-14,625.0,626.0,608.0,615.0,10385000,615.0
2011-02-15,618.0,635.0,612.0,631.0,13627500,631.0
2011-02-16,637.0,649.0,633.0,637.0,10109500,637.0
2011-02-17,647.0,648.0,634.0,640.0,6596500,640.0
2011-02-18,643.0,646.0,633.0,641.0,9065500,641.0
2011-02-21,636.0,641.0,628.0,636.0,8187000,636.0
2011-02-22,626.0,628.0,610.0,614.0,12026000,614.0
2011-02-23,604.0,618.0,602.0,604.0,12365500,604.0
2011-02-24,598.0,601.0,585.0,587.0,14904000,587.0
2011-02-25,592.0,594.0,578.0,591.0,11669500,591.0
2011-02-28,593.0,598.0,580.0,597.0,16874500,597.0
2011-03-01,599.0,610.0,598.0,610.0,13110000,610.0
2011-03-02,598.0,607.0,595.0,596.0,13299500,596.0
2011-03-03,597.0,599.0,590.0,596.0,9042000,596.0
2011-03-04,607.0,608.0,596.0,600.0,11920000,600.0
2011-03-07,594.0,595.0,579.0,583.0,11230000,583.0
2011-03-08,582.0,590.0,579.0,584.0,8673000,584.0
2011-03-09,589.0,593.0,583.0,585.0,6954500,585.0
2011-03-10,584.0,585.0,567.0,570.0,11004500,570.0
2011-03-11,563.0,566.0,556.0,559.0,13276000,559.0
2011-03-14,499.0,523.0,482.0,501.0,22389000,501.0
2011-03-15,485.0,488.0,420.0,451.0,19119500,451.0
2011-03-16,460.0,498.0,460.0,494.0,15872500,494.0
2011-03-17,470.0,484.0,461.0,471.0,16135000,471.0
2011-03-18,479.0,489.0,478.0,484.0,13780500,484.0
2011-03-22,500.0,520.0,500.0,518.0,9127500,518.0
2011-03-23,518.0,520.0,493.0,499.0,12843000,499.0
2011-03-24,497.0,500.0,475.0,477.0,16589500,477.0
2011-03-25,485.0,485.0,468.0,475.0,11934000,475.0
2011-03-28,475.0,482.0,469.0,474.0,11807500,474.0
2011-03-29,470.0,474.0,460.0,466.0,14606000,466.0
2011-03-30,469.0,500.0,467.0,499.0,14882500,499.0
2011-03-31,513.0,523.0,511.0,523.0,21975500,523.0
2011-04-01,531.0,537.0,523.0,528.0,16282000,528.0
2011-04-04,545.0,546.0,522.0,525.0,17744000,525.0
2011-04-05,516.0,518.0,510.0,515.0,11857500,515.0
2011-04-06,525.0,526.0,511.0,514.0,13167500,514.0
2011-04-07,516.0,518.0,509.0,513.0,11463000,513.0
2011-04-08,505.0,524.0,501.0,519.0,11449000,519.0
2011-04-11,511.0,530.0,511.0,524.0,7926500,524.0
2011-04-12,517.0,518.0,501.0,509.0,11446000,509.0
2011-04-13,505.0,511.0,504.0,509.0,9532000,509.0
2011-04-14,507.0,515.0,501.0,512.0,8173500,512.0
2011-04-15,510.0,519.0,508.0,516.0,9139000,516.0
2011-04-18,517.0,521.0,516.0,516.0,6235000,516.0
2011-04-19,508.0,513.0,506.0,509.0,5348000,509.0
2011-04-20,514.0,520.0,511.0,519.0,6669000,519.0
2011-04-21,525.0,525.0,518.0,521.0,6017500,521.0
2011-04-22,516.0,528.0,514.0,524.0,6936000,524.0
2011-04-25,526.0,538.0,524.0,534.0,7086000,534.0
2011-04-26,534.0,542.0,531.0,538.0,11496500,538.0
2011-04-27,542.0,549.0,538.0,548.0,11783500,548.0
2011-04-28,547.0,548.0,542.0,547.0,9804000,547.0
2011-05-02,554.0,562.0,550.0,560.0,5818500,560.0
2011-05-06,554.0,567.0,550.0,565.0,10235500,565.0
2011-05-09,566.0,570.0,553.0,554.0,9173500,554.0
2011-05-10,551.0,562.0,550.0,558.0,6859500,558.0
2011-05-11,567.0,572.0,546.0,568.0,21881000,568.0
2011-05-12,561.0,568.0,557.0,566.0,6842000,566.0
2011-05-13,566.0,567.0,552.0,558.0,7597000,558.0
2011-05-16,550.0,552.0,542.0,544.0,6811000,544.0
2011-05-17,541.0,557.0,540.0,556.0,9027500,556.0
2011-05-18,555.0,569.0,551.0,565.0,7326000,565.0
2011-05-19,568.0,573.0,558.0,560.0,7135000,560.0
2011-05-20,557.0,561.0,550.0,551.0,6013000,551.0
2011-05-23,545.0,549.0,539.0,542.0,11805000,542.0
2011-05-24,540.0,547.0,536.0,540.0,11640500,540.0
2011-05-25,545.0,549.0,531.0,532.0,12559000,532.0
2011-05-26,542.0,542.0,535.0,539.0,10760000,539.0
2011-05-27,535.0,541.0,531.0,533.0,8871500,533.0
2011-05-30,532.0,544.0,531.0,539.0,6337500,539.0
2011-05-31,541.0,565.0,541.0,565.0,14986000,565.0
2011-06-01,561.0,569.0,549.0,569.0,15707500,569.0
2011-06-02,559.0,561.0,554.0,558.0,10075000,558.0
2011-06-03,565.0,571.0,547.0,550.0,9046500,550.0
2011-06-06,548.0,551.0,541.0,546.0,7241000,546.0
2011-06-07,545.0,556.0,542.0,552.0,6509000,552.0
2011-06-08,548.0,562.0,548.0,561.0,7494500,561.0
2011-06-09,556.0,559.0,552.0,558.0,6653000,558.0
2011-06-10,566.0,566.0,554.0,555.0,8406500,555.0
2011-06-13,549.0,562.0,546.0,560.0,5708000,560.0
2011-06-14,560.0,578.0,557.0,578.0,10957000,578.0
2011-06-15,572.0,575.0,564.0,574.0,7057000,574.0
2011-06-16,570.0,573.0,564.0,564.0,6372000,564.0
2011-06-17,567.0,567.0,550.0,553.0,8104500,553.0
2011-06-20,553.0,554.0,545.0,548.0,9022500,548.0
2011-06-21,552.0,554.0,544.0,553.0,6414000,553.0
2011-06-22,555.0,564.0,553.0,563.0,7706500,563.0
2011-06-23,554.0,562.0,551.0,551.0,7058500,551.0
2011-06-24,551.0,551.0,545.0,548.0,6662500,548.0
2011-06-27,546.0,552.0,543.0,550.0,3990000,550.0
2011-06-28,552.0,558.0,550.0,554.0,10307500,554.0
2011-06-29,560.0,563.0,557.0,562.0,7834000,562.0
2011-06-30,565.0,569.0,562.0,568.0,7486500,568.0
2011-07-01,570.0,575.0,567.0,569.0,6209500,569.0
2011-07-04,575.0,578.0,572.0,574.0,6433000,574.0
2011-07-05,574.0,578.0,570.0,574.0,4091000,574.0
2011-07-06,578.0,590.0,576.0,589.0,7939500,589.0
2011-07-07,581.0,588.0,580.0,587.0,9494500,587.0
2011-07-08,591.0,592.0,583.0,585.0,6731500,585.0
2011-07-11,585.0,595.0,584.0,592.0,8146500,592.0
2011-07-12,582.0,587.0,582.0,582.0,7650000,582.0
2011-07-13,580.0,588.0,580.0,586.0,5249000,586.0
2011-07-14,586.0,595.0,582.0,591.0,6025500,591.0
2011-07-15,600.0,608.0,597.0,602.0,10528500,602.0
2011-07-19,604.0,616.0,603.0,612.0,11286500,612.0
2011-07-20,619.0,620.0,602.0,606.0,11453000,606.0
2011-07-21,604.0,609.0,599.0,603.0,5054000,603.0
2011-07-22,607.0,610.0,602.0,606.0,4245500,606.0
2011-07-25,606.0,613.0,605.0,611.0,6348000,611.0
2011-07-26,611.0,619.0,611.0,612.0,8452000,612.0
2011-07-27,609.0,611.0,603.0,610.0,3684500,610.0
2011-07-28,602.0,605.0,600.0,603.0,4412500,603.0
2011-07-29,600.0,609.0,598.0,603.0,5472500,603.0
2011-08-01,604.0,621.0,597.0,598.0,20386000,598.0
2011-08-02,599.0,611.0,589.0,609.0,10077000,609.0
2011-08-03,597.0,598.0,589.0,592.0,8351000,592.0
2011-08-04,592.0,598.0,585.0,586.0,7785000,586.0
