Date,Open,High,Low,Close,Volume,Adj Close
2009-02-20,329.0,338.0,326.0,328.0,2925500,328.0
2009-02-23,324.0,334.0,321.0,326.0,2716500,326.0
2009-02-24,319.0,328.0,315.0,327.0,3231000,327.0
2009-02-25,328.0,329.0,307.0,323.0,6436000,323.0
2009-02-26,328.0,333.0,322.0,325.0,2118500,325.0
2009-02-27,330.0,342.0,325.0,336.0,3530500,336.0
2009-03-02,311.0,317.0,308.0,311.0,6572000,311.0
2009-03-03,309.0,324.0,307.0,321.0,5763000,321.0
2009-03-04,307.0,313.0,305.0,312.0,4810500,312.0
2009-03-05,317.0,332.0,314.0,330.0,4730500,330.0
2009-03-06,310.0,321.0,308.0,311.0,4368000,311.0
2009-03-09,308.0,313.0,303.0,311.0,4503000,311.0
2009-03-10,307.0,309.0,299.0,299.0,4200000,299.0
2009-03-11,304.0,311.0,302.0,311.0,3826000,311.0
2009-03-12,307.0,310.0,298.0,300.0,3837000,300.0
2009-03-13,303.0,312.0,303.0,311.0,6846500,311.0
2009-03-16,321.0,332.0,321.0,326.0,4134000,326.0
2009-03-17,330.0,335.0,319.0,333.0,4196500,333.0
2009-03-18,328.0,343.0,327.0,339.0,6317000,339.0
2009-03-19,340.0,346.0,333.0,341.0,4473000,341.0
2009-03-23,342.0,358.0,339.0,358.0,5648500,358.0
2009-03-24,368.0,373.0,360.0,370.0,4451500,370.0
2009-03-25,373.0,375.0,357.0,363.0,7542000,363.0
2009-03-26,359.0,362.0,350.0,360.0,4003500,360.0
2009-03-27,371.0,375.0,361.0,362.0,6330500,362.0
2009-03-30,372.0,373.0,350.0,350.0,5430000,350.0
2009-03-31,340.0,346.0,328.0,336.0,6853500,336.0
2009-04-01,337.0,349.0,325.0,344.0,4312500,344.0
2009-04-02,354.0,365.0,348.0,364.0,3495500,364.0
2009-04-03,366.0,370.0,360.0,363.0,3953500,363.0
2009-04-06,366.0,379.0,364.0,375.0,5134500,375.0
2009-04-07,379.0,384.0,370.0,373.0,5437000,373.0
2009-04-08,358.0,361.0,354.0,359.0,4238000,359.0
2009-04-09,360.0,376.0,359.0,375.0,3415000,375.0
2009-04-10,380.0,384.0,365.0,373.0,5819500,373.0
2009-04-13,376.0,390.0,368.0,386.0,4988000,386.0
2009-04-14,395.0,399.0,378.0,394.0,5722000,394.0
2009-04-15,395.0,399.0,389.0,394.0,4988000,394.0
2009-04-16,393.0,400.0,369.0,372.0,6857000,372.0
2009-04-17,388.0,399.0,386.0,398.0,5153000,398.0
2009-04-20,404.0,414.0,401.0,411.0,4769000,411.0
2009-04-21,391.0,402.0,390.0,400.0,4417500,400.0
2009-04-22,401.0,404.0,393.0,400.0,3582500,400.0
2009-04-23,403.0,404.0,388.0,401.0,3487000,401.0
2009-04-24,404.0,405.0,389.0,395.0,2905000,395.0
2009-04-27,405.0,405.0,385.0,390.0,4026000,390.0
2009-04-28,388.0,395.0,369.0,370.0,3820000,370.0
2009-04-30,373.0,382.0,369.0,373.0,5219000,373.0
2009-05-01,377.0,387.0,375.0,386.0,4302000,386.0
2009-05-07,396.0,397.0,385.0,392.0,6301500,392.0
2009-05-08,393.0,406.0,390.0,399.0,8882500,399.0
2009-05-11,403.0,414.0,398.0,411.0,5144000,411.0
2009-05-12,406.0,426.0,396.0,399.0,10918000,399.0
2009-05-13,408.0,413.0,398.0,406.0,5315500,406.0
2009-05-14,397.0,408.0,396.0,403.0,3904000,403.0
2009-05-15,404.0,409.0,401.0,409.0,3356500,409.0
2009-05-18,404.0,411.0,400.0,407.0,3570000,407.0
2009-05-19,411.0,417.0,407.0,417.0,5108000,417.0
2009-05-20,417.0,421.0,412.0,418.0,3748000,418.0
2009-05-21,419.0,419.0,409.0,417.0,3697000,417.0
2009-05-22,407.0,416.0,405.0,408.0,3365000,408.0
2009-05-25,410.0,415.0,404.0,410.0,4323500,410.0
2009-05-26,410.0,410.0,398.0,405.0,3671000,405.0
2009-05-27,415.0,422.0,412.0,418.0,7321500,418.0
2009-05-28,417.0,429.0,414.0,424.0,5243500,424.0
2009-05-29,428.0,446.0,425.0,441.0,10301000,441.0
2009-06-01,443.0,458.0,442.0,447.0,7736000,447.0
2009-06-02,455.0,455.0,442.0,442.0,3747000,442.0
2009-06-03,450.0,455.0,445.0,446.0,4049000,446.0
2009-06-04,438.0,444.0,429.0,429.0,4840500,429.0
2009-06-05,439.0,440.0,428.0,433.0,3810500,433.0
2009-06-08,433.0,443.0,430.0,434.0,2413500,434.0
2009-06-09,434.0,434.0,422.0,423.0,3376500,423.0
2009-06-10,427.0,437.0,422.0,435.0,6066000,435.0
2009-06-11,431.0,439.0,428.0,438.0,4976500,438.0
2009-06-12,435.0,439.0,429.0,436.0,7327000,436.0
2009-06-15,432.0,432.0,425.0,427.0,2690000,427.0
2009-06-16,423.0,424.0,405.0,407.0,4988000,407.0
2009-06-17,402.0,412.0,400.0,412.0,3719000,412.0
2009-06-18,410.0,410.0,398.0,404.0,3837500,404.0
2009-06-19,405.0,409.0,396.0,403.0,4220500,403.0
2009-06-22,407.0,408.0,401.0,403.0,4720500,403.0
2009-06-23,397.0,398.0,380.0,382.0,7299500,382.0
2009-06-24,380.0,385.0,374.0,381.0,10390000,381.0
2009-06-25,391.0,405.0,386.0,399.0,12284000,399.0
2009-06-26,414.0,414.0,401.0,404.0,5870000,404.0
2009-06-29,403.0,414.0,401.0,404.0,5963000,404.0
2009-06-30,406.0,415.0,406.0,409.0,6187000,409.0
2009-07-01,407.0,411.0,401.0,402.0,5110500,402.0
2009-07-02,407.0,414.0,405.0,411.0,5236000,411.0
2009-07-03,406.0,410.0,400.0,404.0,3573000,404.0
2009-07-06,403.0,404.0,396.0,398.0,3649000,398.0
2009-07-07,408.0,411.0,403.0,406.0,7938000,406.0
2009-07-08,396.0,398.0,388.0,391.0,3061000,391.0
2009-07-09,381.0,385.0,377.0,378.0,3226000,378.0
2009-07-10,383.0,387.0,378.0,383.0,4663000,383.0
2009-07-13,378.0,388.0,373.0,374.0,4280000,374.0
2009-07-14,379.0,384.0,377.0,382.0,4069000,382.0
2009-07-15,387.0,391.0,382.0,387.0,3818000,387.0
2009-07-16,397.0,397.0,384.0,387.0,3006500,387.0
2009-07-17,385.0,386.0,379.0,382.0,2628000,382.0
2009-07-21,407.0,413.0,402.0,413.0,8320000,413.0
2009-07-22,416.0,426.0,413.0,421.0,5884000,421.0
2009-07-23,418.0,422.0,415.0,416.0,4480500,416.0
2009-07-24,427.0,427.0,421.0,425.0,4334000,425.0
2009-07-27,428.0,429.0,424.0,426.0,2608500,426.0
2009-07-28,428.0,428.0,418.0,428.0,3706000,428.0
2009-07-29,423.0,436.0,422.0,436.0,4858500,436.0
2009-07-30,431.0,434.0,421.0,430.0,3717500,430.0
2009-07-31,436.0,447.0,413.0,425.0,13425500,425.0
2009-08-03,430.0,431.0,424.0,431.0,4602500,431.0
2009-08-04,436.0,437.0,420.0,423.0,4256000,423.0
2009-08-05,429.0,430.0,422.0,423.0,4168500,423.0
2009-08-06,428.0,430.0,422.0,427.0,2817000,427.0
2009-08-07,427.0,428.0,417.0,423.0,3290000,423.0
2009-08-10,440.0,452.0,440.0,443.0,10505500,443.0
2009-08-11,441.0,464.0,436.0,462.0,14784500,462.0
2009-08-12,454.0,456.0,447.0,452.0,5619000,452.0
2009-08-13,459.0,464.0,456.0,459.0,7774500,459.0
2009-08-14,458.0,462.0,455.0,460.0,5033000,460.0
2009-08-17,462.0,462.0,448.0,450.0,5071000,450.0
2009-08-18,442.0,447.0,438.0,441.0,3488000,441.0
2009-08-19,441.0,446.0,437.0,437.0,3186000,437.0
2009-08-20,438.0,446.0,434.0,443.0,3102000,443.0
2009-08-21,435.0,436.0,420.0,427.0,6367500,427.0
2009-08-24,441.0,445.0,435.0,440.0,5780500,440.0
2009-08-25,440.0,442.0,435.0,440.0,5280500,440.0
2009-08-26,442.0,448.0,439.0,442.0,4744500,442.0
2009-08-27,436.0,438.0,425.0,429.0,4948500,429.0
2009-08-28,433.0,434.0,429.0,433.0,3606000,433.0
2009-08-31,433.0,440.0,420.0,423.0,5493500,423.0
2009-09-01,424.0,428.0,417.0,425.0,3889500,425.0
2009-09-02,415.0,416.0,411.0,413.0,5195000,413.0
2009-09-03,411.0,413.0,406.0,407.0,4925000,407.0
2009-09-04,411.0,411.0,402.0,405.0,3682000,405.0
2009-09-07,409.0,412.0,405.0,409.0,2299000,409.0
2009-09-08,411.0,414.0,407.0,411.0,4261000,411.0
2009-09-09,414.0,418.0,408.0,413.0,4541500,413.0
2009-09-10,415.0,419.0,415.0,418.0,3194000,418.0
2009-09-11,416.0,418.0,412.0,417.0,6842500,417.0
2009-09-14,417.0,418.0,402.0,406.0,2900000,406.0
2009-09-15,407.0,409.0,399.0,401.0,4571500,401.0
2009-09-16,405.0,416.0,403.0,407.0,7346000,407.0
2009-09-17,410.0,413.0,405.0,412.0,5152000,412.0
2009-09-18,405.0,406.0,395.0,400.0,7534000,400.0
2009-09-24,402.0,408.0,400.0,406.0,6222000,406.0
2009-09-25,402.0,402.0,392.0,396.0,3877000,396.0
2009-09-28,391.0,391.0,380.0,382.0,3919500,382.0
2009-09-29,384.0,385.0,376.0,379.0,3528500,379.0
2009-09-30,378.0,379.0,368.0,373.0,5699000,373.0
2009-10-01,370.0,371.0,366.0,367.0,4849500,367.0
