,max,min,val_of_30day,max_after_30day,target,length
1696,2656.0,2296.0,2480.0,2656.0,1.07096774194,55.0
1697,224.0,190.0,213.0,224.0,1.05164319249,45.0
1698,1360.0,1055.0,1215.0,1355.0,1.11522633745,47.0
1699,2215.0,1914.0,2060.0,2205.0,1.07038834951,47.0
1700,4945.0,4090.0,4790.0,4800.0,1.0,43.0
1701,2663.0,2311.0,2572.0,2663.0,1.0,46.0
1702,5240.0,4095.0,4695.0,5240.0,1.11608093717,59.0
1703,296.0,226.0,250.0,295.0,1.0,47.0
1704,8912.0,7808.0,8681.0,8912.0,1.02660983758,49.0
1705,2390.0,2135.0,2370.0,2390.0,1.00843881857,43.0
1706,1975.0,1049.0,1135.0,1975.0,1.0,150.0
1707,1777.0,1604.0,1701.0,1777.0,1.04467960024,61.0
1708,218.0,198.0,206.0,206.0,1.0,32.0
1709,4406.5,4010.0,4268.0,4406.5,1.03245079663,63.0
1710,258.0,226.0,247.0,258.0,1.0,44.0
1711,1858.0,1336.0,1776.0,1858.0,1.04617117117,66.0
1712,246.0,229.0,244.0,244.0,1.0,35.0
1713,1729.5,1325.0,1686.0,1729.5,1.02580071174,61.0
1714,1264.0,1176.0,1257.0,1264.0,1.00556881464,43.0
1715,767.0,534.0,636.0,767.0,1.0,79.0
1716,1144.0,962.0,1042.0,1054.0,1.0,36.0
1717,160.0,134.0,150.0,154.0,1.02666666667,35.0
1718,2455.0,2196.0,2260.0,2260.0,1.0,31.0
1719,4984.0,4440.0,4462.0,4462.0,1.0,31.0
1720,740.0,562.0,699.0,740.0,1.0,44.0
1721,4385.0,3855.0,4065.0,4270.0,1.0,36.0
1722,4890.0,3710.0,4750.0,4750.0,1.0,47.0
1723,1391.0,1145.0,1359.0,1391.0,1.02354672553,58.0
1724,2855.0,2300.0,2645.0,2675.0,1.01134215501,41.0
1725,7870.0,5700.0,7870.0,7870.0,1.0,50.0
1726,1320.0,1214.0,1303.0,1320.0,1.01304681504,37.0
1727,2967.0,2566.0,2698.0,2967.0,1.09970348406,71.0
1728,707.0,596.0,658.0,707.0,1.0,50.0
1729,526.0,278.6,376.0,526.0,1.39893617021,106.0
1730,696.0,517.4,646.8,696.0,1.07606679035,75.0
1731,1800.0,1567.0,1737.5,1737.5,1.0,37.0
1732,11670.0,8890.0,10230.0,11670.0,1.0,47.0
1733,727.0,661.0,685.0,727.0,1.06131386861,46.0
1734,3035.0,1947.0,2322.0,3035.0,1.30706287683,87.0
1735,760.0,656.0,697.0,757.0,1.0,45.0
1736,1256.0,869.0,1060.0,1256.0,1.18490566038,86.0
1737,2476.0,1668.0,1852.0,2476.0,1.33693304536,101.0
1738,618.0,562.0,573.0,573.0,1.0,31.0
1739,3920.0,3450.0,3895.0,3895.0,1.0,41.0
1740,4015.0,3395.0,3935.0,4015.0,1.02033036849,50.0
1741,488.0,432.0,476.0,484.0,1.0,46.0
1742,841.0,600.0,654.0,841.0,1.0,120.0
1743,6290.0,4395.0,5365.0,6290.0,1.1724137931,69.0
1744,1195.0,913.0,1045.0,1195.0,1.0,85.0
1745,2625.0,2247.0,2479.0,2625.0,1.0,50.0
1746,75.0,67.0,73.0,73.0,1.0,40.0
1747,584.0,494.0,560.0,584.0,1.0,54.0
1748,3285.0,2585.0,3020.0,3100.0,1.02649006623,37.0
1749,1183.64,958.18,1015.45,1183.64,1.16563100103,110.0
1750,3570.0,2950.0,3430.0,3570.0,1.04081632653,70.0
1751,4505.0,4245.0,4465.0,4480.0,1.00335946249,38.0
1752,561.0,511.0,533.0,561.0,1.0,42.0
1753,2790.0,2050.0,2630.0,2790.0,1.0608365019,63.0
1754,382.0,369.0,374.0,382.0,1.0,44.0
1755,1729.0,1351.0,1695.5,1695.5,1.0,34.0
1756,1554.0,1409.0,1511.0,1512.0,1.0,37.0
1757,974.0,814.0,878.0,974.0,1.10933940774,68.0
1758,2574.0,2333.0,2424.0,2424.0,1.0,32.0
1759,1652.0,1271.0,1373.0,1652.0,1.0,95.0
1760,1634.0,1453.0,1557.0,1578.0,1.0,38.0
1761,4524.0,3832.5,4401.5,4524.0,1.02783142111,56.0
1762,805.0,617.0,705.0,805.0,1.0,63.0
1763,2528.0,1733.0,2528.0,2528.0,1.0,76.0
1764,784.0,691.0,774.0,774.0,1.0,38.0
1765,1400.0,1040.0,1350.0,1391.0,1.0,51.0
1766,3900.0,2517.0,3285.0,3900.0,1.18721461187,80.0
1767,2434.0,1515.0,1830.0,2434.0,1.33005464481,100.0
1768,1848.0,1734.0,1819.0,1820.0,1.00054975261,39.0
1769,392.0,360.0,380.0,392.0,1.0,50.0
1770,2275.0,1950.0,2180.0,2250.0,1.03211009174,44.0
1771,425.0,385.0,405.0,405.0,1.0,34.0
1772,540.5,483.6,497.9,521.4,1.04719823258,42.0
1773,1257.5,1122.0,1224.0,1257.5,1.02736928105,49.0
1774,643.0,477.0,643.0,643.0,1.0,52.0
1775,3020.5,2252.0,2393.5,3020.5,1.26195947357,100.0
1776,4400.0,4040.0,4380.0,4400.0,1.00456621005,43.0
1777,3437.0,2962.0,3349.0,3437.0,1.02627650045,56.0
1778,1940.0,1671.0,1809.0,1940.0,1.07241569928,43.0
1779,1472.0,1384.0,1387.0,1387.0,1.0,31.0
1780,255.0,215.0,255.0,255.0,1.0,39.0
1781,600.0,534.0,564.0,600.0,1.0,55.0
1782,2186.66,1703.33,2116.66,2166.66,1.02362212164,57.0
1783,227.0,206.0,221.0,221.0,1.0,33.0
1784,524.0,478.0,496.0,524.0,1.0564516129,44.0
1785,3325.0,2743.0,3230.0,3310.0,1.0,65.0
1786,770.0,699.0,735.0,752.0,1.0231292517,49.0
1787,2100.0,1720.0,1950.0,2100.0,1.07692307692,48.0
1788,1474.0,1175.0,1216.0,1216.0,1.0,31.0
1789,4600.0,3580.0,3900.0,4600.0,1.0,118.0
1790,6080.0,3025.0,3745.0,6080.0,1.0,95.0
1791,3465.0,3300.0,3450.0,3465.0,1.00434782609,38.0
1792,4145.0,2531.0,3075.0,4145.0,1.34796747967,89.0
1793,419.0,292.0,375.0,375.0,1.0,39.0
1794,1978.0,1488.0,1826.0,1978.0,1.0,60.0
1795,741.0,653.0,710.0,741.0,1.04366197183,49.0
1796,402.0,273.0,322.0,324.0,1.00621118012,36.0
1797,4020.0,3435.0,3639.0,3639.0,1.0,32.0
1798,1670.0,805.0,1130.0,1670.0,1.47787610619,76.0
1799,817.0,778.0,796.0,799.0,1.0,38.0
1800,384.0,359.0,372.0,372.0,1.0,35.0
1801,1656.5,1470.5,1555.0,1569.0,1.00900321543,34.0
1802,1633.5,1530.0,1534.5,1534.5,1.0,31.0
1803,5500.0,4350.0,5160.0,5500.0,1.0,52.0
1804,2617.0,2063.0,2283.0,2480.0,1.0,42.0
1805,411.0,369.0,391.0,398.0,1.0,34.0
1806,1635.0,1284.0,1479.0,1635.0,1.10547667343,74.0
1807,517.0,345.0,404.0,517.0,1.0,78.0
1808,420.0,233.0,256.0,420.0,1.0,117.0
1809,2835.0,2445.0,2585.0,2585.0,1.0,32.0
1810,2894.0,2612.0,2836.0,2836.0,1.0,37.0
1811,1317.0,983.4,1173.5,1317.0,1.12228376651,52.0
1812,332.0,245.0,252.0,332.0,1.0,106.0
1813,843.0,656.0,836.0,836.0,1.0,41.0
1814,1354.0,1056.0,1146.0,1354.0,1.0,94.0
1815,1777.0,1554.0,1712.0,1721.0,1.0,40.0
1816,720.0,604.0,682.0,692.0,1.0,43.0
1817,3030.0,2722.0,2833.0,2874.0,1.01447229086,34.0
1818,1627.0,1198.0,1483.0,1627.0,1.09710047202,62.0
1819,914.0,414.0,456.0,914.0,2.0,171.0
1820,3235.0,2778.0,3215.0,3215.0,1.0,41.0
1821,1418.0,1208.0,1283.0,1283.0,1.0,32.0
1822,228.0,165.0,228.0,228.0,1.0,58.0
1823,752.0,662.0,694.0,752.0,1.08357348703,56.0
1824,5541.0,4983.0,5540.0,5540.0,1.0,40.0
1825,905.0,768.0,860.0,905.0,1.0,69.0
1826,975.0,614.0,742.0,975.0,1.0,104.0
1827,510.0,342.0,447.0,510.0,1.0,67.0
1828,931.0,556.0,664.0,931.0,1.0,78.0
1829,2553.0,1923.0,2085.0,2553.0,1.0,103.0
1830,1890.0,1670.0,1823.0,1823.0,1.0,40.0
1831,920.0,717.0,908.0,913.0,1.0,53.0
1832,1588.0,1287.0,1385.0,1492.0,1.0,40.0
1833,561.0,351.0,371.0,561.0,1.0,101.0
1834,235.0,186.0,214.0,235.0,1.0,70.0
1835,9496.0,7929.0,8800.0,9496.0,1.0,69.0
1836,1454.0,1131.0,1385.0,1410.0,1.01805054152,58.0
1837,5070.0,1950.0,2218.0,5070.0,2.28584310189,172.0
1838,1889.0,691.0,770.0,1889.0,2.0,134.0
1839,3890.0,3250.0,3685.0,3890.0,1.05563093623,54.0
1840,1203.0,1013.0,1132.0,1136.0,1.0,34.0
1841,2417.0,1990.0,2228.0,2233.0,1.00224416517,37.0
1842,491.0,440.0,458.0,491.0,1.07205240175,63.0
1843,2035.0,1786.0,1943.0,1946.0,1.0,43.0
1844,547.0,462.0,546.0,547.0,1.00183150183,42.0
1845,312.0,174.0,239.0,312.0,1.0,89.0
1846,1500.0,928.0,998.0,1500.0,1.0,115.0
1847,3710.0,2975.0,3295.0,3710.0,1.12594840668,80.0
1848,434.0,286.0,380.0,434.0,1.0,61.0
1849,1723.0,1173.0,1277.0,1723.0,1.0,86.0
1850,1644.0,1312.0,1431.0,1644.0,1.0,66.0
1851,5231.0,3990.0,4315.0,5231.0,1.21228273465,94.0
1852,1324.0,879.0,1020.0,1324.0,1.29803921569,79.0
1853,1934.0,1335.0,1740.0,1934.0,1.0,56.0
1854,2022.0,1810.0,1953.0,1990.0,1.01894521249,39.0
1855,840.0,581.0,684.0,840.0,1.0,90.0
1856,674.6,609.0,635.0,639.9,1.00771653543,35.0
1857,443.0,384.0,424.0,432.0,1.0,38.0
1858,391.0,323.0,354.0,385.0,1.0,46.0
1859,612.0,532.0,578.0,612.0,1.05882352941,68.0
1860,420.0,343.0,394.0,394.0,1.0,34.0
1861,15590.0,11730.0,13760.0,15590.0,1.13299418605,77.0
1862,405.0,379.0,390.0,401.0,1.0,38.0
1863,1675.0,1518.0,1603.0,1673.0,1.04366812227,38.0
1864,534.0,501.0,520.0,520.0,1.0,33.0
1865,4030.0,2935.0,3560.0,4030.0,1.0,75.0
1866,991.0,943.0,959.0,965.0,1.0,35.0
1867,385.0,328.0,364.0,374.0,1.0,37.0
1868,3871.0,3263.5,3720.0,3866.0,1.03924731183,46.0
1869,8927.0,7540.0,8650.0,8927.0,1.0,42.0
1870,383.0,316.0,354.0,383.0,1.0,57.0
1871,809.0,709.0,750.0,809.0,1.0,56.0
1872,790.0,486.0,586.0,790.0,1.34812286689,80.0
1873,396.0,319.0,385.0,396.0,1.0,49.0
1874,6207.0,4296.5,4638.0,6207.0,1.3382923674,121.0
1875,2907.0,2658.0,2658.0,2658.0,1.0,31.0
1876,871.0,755.0,843.0,871.0,1.0,63.0
1877,1665.0,1290.0,1555.0,1635.0,1.05144694534,50.0
1878,2596.5,2399.5,2399.5,2399.5,1.0,31.0
1879,3845.0,3535.0,3675.0,3845.0,1.0,51.0
1880,1446.0,1229.0,1335.0,1446.0,1.0,45.0
1881,897.0,821.0,854.0,862.0,1.0093676815,37.0
1882,1463.0,1135.0,1346.0,1463.0,1.0,59.0
1883,1930.0,1640.0,1920.0,1920.0,1.0,49.0
1884,2756.0,2146.0,2612.0,2636.0,1.0,44.0
1885,6990.0,6480.0,6870.0,6870.0,1.0,35.0
1886,550.0,513.0,527.0,550.0,1.04364326376,48.0
1887,330.0,262.0,298.0,298.0,1.0,34.0
1888,44350.0,35600.0,43400.0,43400.0,1.0,45.0
1889,1502.0,792.0,1012.0,1502.0,1.48418972332,112.0
1890,2550.0,2325.0,2375.0,2430.0,1.02315789474,39.0
1891,2472.0,2100.0,2359.0,2472.0,1.0,66.0
1892,4870.0,3795.0,4355.0,4870.0,1.0,63.0
1893,3410.0,2595.0,2780.0,3410.0,1.22661870504,64.0
1894,2645.0,2157.5,2589.5,2645.0,1.02143270902,53.0
1895,569.0,492.0,558.0,563.0,1.0,50.0
1896,1908.0,1230.0,1434.0,1908.0,1.0,92.0
1897,877.0,767.0,804.0,877.0,1.0907960199,63.0
1898,650.0,575.0,620.0,625.0,1.00806451613,34.0
1899,2760.0,2510.0,2670.0,2670.0,1.0,38.0
1900,1554.0,1459.0,1491.0,1540.0,1.03286384977,40.0
1901,2581.0,2244.0,2483.0,2547.0,1.0,42.0
1902,1184.0,1044.0,1146.0,1184.0,1.03315881326,49.0
1903,807.0,707.0,783.0,783.0,1.0,34.0
1904,788.0,704.0,750.0,750.0,1.0,32.0
1905,928.0,768.0,814.0,928.0,1.0,86.0
1906,3790.0,3287.0,3754.5,3764.0,1.00253029698,37.0
1907,3130.0,2390.0,3080.0,3120.0,1.01298701299,40.0
1908,3400.0,3110.0,3255.0,3255.0,1.0,33.0
1909,3600.0,1538.0,1717.0,3600.0,2.09668025626,154.0
1910,2170.0,1900.0,2120.0,2170.0,1.02358490566,45.0
1911,1224.0,960.0,1157.0,1224.0,1.05790838375,58.0
1912,1533.0,1367.0,1439.0,1460.0,1.0,36.0
1913,4005.0,3525.0,3680.0,3750.0,1.0,35.0
1914,641.0,485.0,621.0,625.0,1.0,47.0
1915,4460.0,4070.0,4355.0,4355.0,1.0,37.0
1916,1994.0,1790.0,1845.0,1980.0,1.07317073171,44.0
1917,2195.0,1705.0,2060.0,2060.0,1.0,36.0
1918,1236.0,934.0,1213.0,1236.0,1.0,43.0
1919,918.0,734.0,836.0,918.0,1.0980861244,56.0
1920,835.3,765.4,796.0,796.0,1.0,33.0
1921,549.0,475.0,495.0,507.0,1.02424242424,36.0
1922,1528.0,1310.0,1469.0,1528.0,1.0,48.0
1923,2170.0,1580.0,2020.0,2170.0,1.07425742574,51.0
1924,476.0,439.0,468.0,476.0,1.0,39.0
1925,2301.0,1383.0,1693.0,2301.0,1.0,108.0
1926,7250.0,4570.0,5270.0,7250.0,1.0,125.0
1927,2270.0,1126.0,1362.0,2270.0,1.0,152.0
1928,2462.0,2020.0,2397.0,2445.0,1.02002503129,44.0
1929,230.0,190.0,228.0,229.0,1.0,39.0
1930,452.0,418.0,445.0,445.0,1.0,33.0
1931,564.0,464.0,554.0,554.0,1.0,44.0
1932,2060.0,1610.0,1785.0,2060.0,1.15406162465,53.0
1933,4427.5,3667.0,4236.0,4427.5,1.04520774315,48.0
1934,2648.0,2394.0,2648.0,2648.0,1.0,34.0
1935,909.0,715.0,779.0,844.0,1.0,45.0
1936,6750.0,6040.0,6620.0,6680.0,1.00906344411,44.0
1937,1098.0,558.0,877.0,1098.0,1.0,102.0
1938,3205.0,2917.0,3040.0,3040.0,1.0,35.0
1939,405.0,275.0,363.0,363.0,1.0,39.0
1940,2926.0,2633.0,2834.0,2926.0,1.03246294989,49.0
1941,10390.0,9120.0,9740.0,9740.0,1.0,35.0
1942,3785.0,1875.0,2331.0,3785.0,1.62376662377,123.0
1943,1027.0,752.0,804.0,1027.0,1.0,91.0
1944,4260.0,3775.0,3855.0,3855.0,1.0,31.0
1945,501.0,365.0,463.0,501.0,1.0,54.0
1946,258.0,189.0,225.0,258.0,1.0,54.0
1947,488.0,358.0,409.0,488.0,1.0,98.0
1948,880.0,791.0,880.0,880.0,1.0,36.0
1949,8427.0,6461.0,8086.0,8159.0,1.0,42.0
1950,1757.0,1120.0,1350.0,1757.0,1.30148148148,70.0
1951,545.0,440.0,516.0,525.0,1.0,34.0
1952,2050.0,1876.0,2004.0,2050.0,1.02295409182,46.0
1953,4260.0,3650.0,3945.0,4260.0,1.07984790875,94.0
1954,1390.0,920.0,1004.0,1390.0,1.38446215139,121.0
1955,354.0,305.0,323.0,323.0,1.0,33.0
1956,1580.0,644.0,1052.0,1580.0,1.50190114068,65.0
1957,1379.0,1137.0,1299.0,1379.0,1.06158583526,67.0
1958,4774.5,4144.0,4532.0,4640.0,1.02383053839,42.0
1959,497.0,456.0,482.0,493.0,1.0,36.0
1960,2130.0,1888.0,2038.0,2072.0,1.01668302257,38.0
1961,2015.0,1837.5,1935.0,1935.0,1.0,32.0
1962,2016.0,1790.0,1790.0,1790.0,1.0,31.0
1963,2841.0,2189.0,2703.0,2841.0,1.05105438402,56.0
1964,2241.5,1839.5,2147.5,2241.5,1.04377182771,55.0
1965,2144.0,1821.0,2062.0,2062.0,1.0,38.0
1966,5800.0,4540.0,5450.0,5490.0,1.0,44.0
1967,1216.0,1010.0,1070.0,1200.0,1.1214953271,46.0
1968,5350.0,4480.0,5340.0,5350.0,1.0,48.0
1969,1777.0,1071.0,1336.0,1777.0,1.0,89.0
1970,1062.0,675.0,970.0,1062.0,1.0,59.0
1971,1432.0,1317.0,1354.0,1354.0,1.0,32.0
1972,1212.0,800.0,1067.0,1212.0,1.1358950328,58.0
1973,856.0,758.0,798.0,856.0,1.07268170426,56.0
1974,1206.0,956.0,1142.0,1206.0,1.0,52.0
1975,750.0,695.0,695.0,695.0,1.0,31.0
1976,1126.0,1021.0,1080.0,1126.0,1.0,42.0
1977,4405.0,3175.0,3485.0,4405.0,1.26398852224,99.0
1978,805.3,732.8,798.3,805.3,1.00876863335,35.0
1979,510.0,370.0,412.0,510.0,1.0,78.0
1980,4605.5,3869.5,3869.5,3869.5,1.0,31.0
1981,1543.0,919.0,1142.0,1543.0,1.0,107.0
1982,12275.0,11035.0,11700.0,11795.0,1.00811965812,38.0
1983,1182.0,1036.0,1170.0,1182.0,1.01025641026,47.0
1984,2047.0,1771.0,1998.0,2047.0,1.02452452452,60.0
1985,1156.0,1028.0,1096.0,1156.0,1.05474452555,57.0
1986,2315.0,2160.0,2300.0,2305.0,1.00217391304,42.0
1987,731.0,592.0,622.0,622.0,1.0,31.0
1988,737.0,632.0,654.0,737.0,1.0,48.0
1989,1310.0,1112.0,1294.0,1294.0,1.0,47.0
1990,825.0,650.0,812.0,818.0,1.0,45.0
1991,1128.0,923.0,1033.0,1128.0,1.09196515005,96.0
1992,2398.0,1890.0,2194.0,2398.0,1.09298085688,63.0
1993,357.0,324.0,352.0,352.0,1.0,34.0
1994,195.0,177.0,188.0,190.0,1.01063829787,41.0
1995,1297.0,1228.0,1262.0,1297.0,1.02773375594,39.0
1996,1684.0,1466.0,1608.0,1684.0,1.04726368159,66.0
1997,2025.0,1768.0,1887.0,1925.0,1.02013778484,44.0
1998,661.0,598.0,652.0,654.0,1.00306748466,50.0
1999,1014.0,825.0,929.0,997.0,1.07319698601,49.0
2000,1786.0,1622.0,1680.5,1680.5,1.0,31.0
2001,323.0,293.0,321.0,321.0,1.0,44.0
2002,1430.0,1031.0,1259.0,1430.0,1.0,61.0
2003,638.0,570.0,630.0,630.0,1.0,41.0
2004,2225.0,2025.0,2120.0,2120.0,1.0,33.0
2005,3595.0,2698.0,2914.0,3595.0,1.23369938229,96.0
2006,1068.0,862.0,1032.0,1068.0,1.03488372093,50.0
2007,4137.0,3689.0,4088.0,4134.5,1.01137475538,39.0
2008,7310.0,6288.0,7188.0,7310.0,1.0,44.0
2009,2772.5,2118.5,2612.5,2731.5,1.04555023923,49.0
2010,1011.0,820.0,972.0,1011.0,1.0,41.0
2011,567.0,434.0,526.0,567.0,1.07794676806,60.0
2012,4040.0,3090.0,3940.0,4040.0,1.02538071066,49.0
2013,1681.0,1392.0,1451.0,1451.0,1.0,31.0
2014,2496.0,2049.0,2452.0,2496.0,1.0,47.0
2015,10385.0,7215.0,8480.0,10385.0,1.22464622642,64.0
2016,573.0,497.0,573.0,573.0,1.0,40.0
2017,2656.0,2317.0,2430.0,2656.0,1.09300411523,69.0
2018,3485.0,3225.0,3225.0,3225.0,1.0,31.0
2019,446.0,413.0,431.0,431.0,1.0,32.0
2020,998.33,890.0,960.0,996.67,1.03819791667,51.0
2021,2450.0,1835.0,2120.0,2450.0,1.15566037736,68.0
2022,751.0,555.0,680.0,751.0,1.0,84.0
2023,258.0,212.0,245.0,258.0,1.0,69.0
2024,3810.0,3030.0,3305.0,3810.0,1.0,72.0
2025,1802.0,1154.0,1754.0,1754.0,1.0,52.0
2026,556.0,483.4,519.6,556.0,1.07005388761,63.0
2027,740.0,569.0,679.0,740.0,1.0,52.0
2028,2945.0,2335.0,2920.0,2945.0,1.00856164384,54.0
2029,3310.0,2882.0,3090.0,3090.0,1.0,36.0
2030,1537.0,1374.0,1442.0,1445.0,1.0,38.0
2031,138.0,120.0,135.0,136.0,1.00740740741,43.0
2032,722.0,623.0,706.0,711.0,1.0,40.0
2033,603.0,548.0,585.0,595.0,1.0,38.0
2034,1112.0,840.0,988.0,1112.0,1.0,75.0
2035,66.0,51.0,56.0,66.0,1.0,66.0
2036,521.0,368.0,469.0,521.0,1.0,56.0
2037,2270.0,1455.0,1813.0,2270.0,1.0,54.0
2038,311.0,282.0,311.0,311.0,1.0,39.0
2039,500.0,260.0,385.0,500.0,1.2987012987,83.0
2040,3250.0,2645.0,3070.0,3160.0,1.0,49.0
2041,469.0,390.0,425.0,434.0,1.0,38.0
2042,1094.22,909.92,1006.61,1041.32,1.03448207349,44.0
2043,2138.0,1791.0,1920.0,2138.0,1.11354166667,57.0
2044,4230.0,2264.0,2931.0,4230.0,1.0,117.0
2045,1737.0,1281.0,1549.0,1737.0,1.12136862492,51.0
2046,1133.0,985.0,1051.0,1133.0,1.0,45.0
2047,4040.0,3050.0,3980.0,3980.0,1.0,58.0
2048,410.0,370.0,390.0,395.0,1.01282051282,34.0
2049,2637.0,1974.0,2285.0,2637.0,1.15404814004,63.0
2050,2900.0,2120.0,2430.0,2900.0,1.19341563786,97.0
2051,4580.0,3915.0,4215.0,4455.0,1.0,42.0
2052,16540.0,13370.0,15910.0,15910.0,1.0,40.0
2053,2420.0,2203.0,2355.0,2420.0,1.02760084926,46.0
2054,885.0,779.0,804.0,856.0,1.0,39.0
2055,3700.0,3260.0,3565.0,3700.0,1.0,55.0
2056,965.0,776.0,912.0,965.0,1.0,59.0
2057,769.0,619.0,760.0,760.0,1.0,37.0
2058,421.0,339.0,374.0,421.0,1.1256684492,54.0
2059,451.0,397.0,440.0,440.0,1.0,33.0
2060,1964.0,1671.0,1871.0,1964.0,1.0,62.0
2061,486.0,415.0,467.0,486.0,1.0,54.0
2062,1088.0,981.0,1075.0,1088.0,1.01209302326,38.0
2063,827.0,743.0,812.0,812.0,1.0,34.0
2064,266.0,220.0,253.0,266.0,1.0,54.0
2065,197.0,158.0,170.0,197.0,1.0,93.0
2066,196.0,151.0,190.0,196.0,1.0,61.0
2067,946.0,855.0,882.0,882.0,1.0,33.0
2068,1796.0,1530.0,1658.0,1697.0,1.02352231604,39.0
2069,2983.0,2740.0,2880.0,2880.0,1.0,39.0
2070,6938.0,5801.0,6587.0,6782.0,1.0,50.0
2071,654.0,506.0,632.0,643.0,1.01740506329,47.0
2072,283.0,243.0,268.0,268.0,1.0,36.0
2073,536.0,446.0,513.0,536.0,1.0,53.0
2074,1243.0,974.0,1122.0,1243.0,1.10784313725,57.0
2075,1830.0,1692.0,1781.0,1781.0,1.0,33.0
2076,3288.0,2800.0,3074.0,3288.0,1.06961613533,69.0
2077,1230.0,1112.0,1124.0,1124.0,1.0,31.0
2078,1240.0,580.0,740.0,1240.0,1.67567567568,108.0
2079,1508.5,1329.5,1417.5,1485.5,1.04797178131,43.0
2080,523.0,313.0,345.0,523.0,1.0,119.0
2081,845.0,723.0,773.0,773.0,1.0,34.0
2082,2410.0,1910.0,2400.0,2400.0,1.0,42.0
2083,244.0,214.0,240.0,244.0,1.0,48.0
2084,2595.0,1623.0,1879.0,2595.0,1.381053752,78.0
2085,518.0,460.0,482.0,518.0,1.07468879668,66.0
2086,4775.0,4270.0,4675.0,4775.0,1.0,46.0
2087,6273.0,5230.0,6005.0,6237.0,1.0,45.0
2088,2320.0,1800.0,2140.0,2320.0,1.08411214953,52.0
2089,1265.0,991.0,1148.0,1265.0,1.0,59.0
2090,331.0,266.7,294.6,331.0,1.12355736592,51.0
2091,752.0,490.0,547.0,752.0,1.3747714808,107.0
2092,2295.0,886.0,1355.0,2295.0,1.69372693727,151.0
2093,2570.0,2404.0,2532.0,2532.0,1.0,37.0
2094,264.0,233.0,259.0,259.0,1.0,35.0
2095,186.1,160.3,178.0,186.1,1.04550561798,43.0
2096,1673.0,1480.0,1642.0,1673.0,1.01887941535,66.0
2097,2958.0,2560.0,2887.0,2958.0,1.0,61.0
2098,3435.0,2595.0,2870.0,3435.0,1.1968641115,67.0
2099,4255.0,3450.0,4185.0,4255.0,1.01672640382,50.0
2100,782.0,664.0,773.0,773.0,1.0,38.0
2101,1421.0,1281.0,1414.0,1421.0,1.00495049505,49.0
2102,575.0,467.0,566.0,575.0,1.0,43.0
2103,38080.0,32530.0,36440.0,37120.0,1.0,43.0
2104,4905.0,3895.0,4890.0,4905.0,1.00306748466,36.0
2105,324.0,260.0,316.0,324.0,1.0,48.0
2106,4090.0,3430.0,4050.0,4060.0,1.0024691358,42.0
2107,6390.0,5410.0,6250.0,6250.0,1.0,37.0
2108,2000.0,1688.0,1934.0,2000.0,1.03412616339,53.0
2109,815.0,445.0,530.0,815.0,1.53773584906,112.0
2110,1786.0,1501.0,1727.0,1786.0,1.03416328894,53.0
2111,1700.0,1513.5,1664.5,1664.5,1.0,33.0
2112,2355.5,1648.0,1802.5,2355.5,1.3067961165,98.0
2113,917.0,511.0,669.0,917.0,1.37070254111,68.0
2114,1270.0,930.0,1108.0,1270.0,1.0,75.0
2115,524.0,354.0,384.0,524.0,1.0,95.0
2116,2390.0,2115.0,2275.0,2390.0,1.05054945055,81.0
2117,1435.0,1326.0,1362.0,1377.0,1.01101321586,33.0
2118,856.0,505.0,590.0,856.0,1.45084745763,97.0
2119,459.0,393.0,418.0,459.0,1.0,79.0
2120,488.0,422.0,473.0,473.0,1.0,37.0
2121,439.0,319.0,332.0,439.0,1.0,81.0
2122,820.0,668.0,802.0,820.0,1.02244389027,56.0
2123,938.0,711.0,890.0,938.0,1.0,47.0
2124,305.7,199.8,214.7,305.7,1.42384722869,87.0
2125,1895.0,1665.0,1708.0,1866.0,1.0,42.0
2126,517.6,482.1,508.4,513.0,1.00904799371,34.0
2127,2090.0,1921.0,1938.0,1938.0,1.0,31.0
2128,403.0,370.0,390.0,400.0,1.0,46.0
2129,965.0,870.0,944.0,946.0,1.0,47.0
2130,722.0,630.0,702.0,720.0,1.0,40.0
2131,1020.0,916.0,976.0,986.0,1.01024590164,34.0
2132,3570.0,2990.0,3429.0,3460.0,1.0090405366,42.0
2133,443.0,376.0,397.0,411.0,1.0,35.0
2134,2850.0,2422.0,2836.0,2850.0,1.00493653032,46.0
2135,1428.0,1011.0,1128.0,1428.0,1.26595744681,101.0
2136,765.0,527.0,639.0,765.0,1.19718309859,89.0
2137,588.0,492.0,558.0,564.0,1.0,42.0
2138,1974.0,1538.0,1900.0,1974.0,1.0,73.0
2139,540.0,499.0,530.0,533.0,1.0,36.0
2140,590.0,386.0,425.0,431.0,1.0,37.0
2141,5690.0,4730.0,5570.0,5580.0,1.0,39.0
2142,1026.0,923.0,979.0,1026.0,1.0,37.0
2143,2209.0,2000.0,2151.0,2161.0,1.00464900046,36.0
2144,338.0,268.0,299.0,303.0,1.0,35.0
2145,2721.0,2073.0,2567.0,2721.0,1.0599922088,52.0
2146,2795.0,2340.0,2717.0,2795.0,1.02870813397,39.0
2147,1069.0,898.0,992.0,1011.0,1.0,43.0
2148,4561.0,4145.0,4471.0,4471.0,1.0,42.0
2149,855.5,761.9,835.1,855.5,1.02442821219,41.0
2150,320.0,266.0,302.0,309.0,1.0,44.0
2151,2435.0,932.0,1124.0,2435.0,2.0,137.0
